OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,SampleID,CountReads
OTU290,GS,100.0,BOLD:AAE4427,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Xylesthia,Xylesthia pruniramiella,72717EgnerPoolB3,62
OTU295,GS,97.8,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,72717EgnerPoolB3,77
OTU297,GS,100.0,BOLD:ACT1102,Animalia,Arthropoda,Insecta,Lepidoptera,Carposinidae,Carposina,NA,72717EgnerPoolB3,460
OTU300,GS,100.0,BOLD:AAA8310,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Anageshna,Anageshna primordialis,72717EgnerPoolB3,95
OTU309,GS,100.0,BOLD:AAH5582,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Battaristis,NA,72717EgnerPoolB3,44
OTU310,GS,100.0,BOLD:ABX7479,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Parachironomus,NA,72717EgnerPoolB3,76
OTU314,GS,98.9,BOLD:AAB0603,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Pseudotelphusa,Pseudotelphusa quercinigracella,72717EgnerPoolB3,175
OTU330,GS,100.0,BOLD:ACL2176,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA,72717EgnerPoolB3,489
OTU373,GS,98.9,BOLD:AAG8953,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana amara,72717EgnerPoolB3,120
OTU408,GS,100.0,BOLD:AAA2955,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Argyrotaenia,Argyrotaenia ljungiana,72717EgnerPoolB3,54
OTU410,SS,0.2600,BOLD:ABZ3458,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,72717EgnerPoolB3,66
OTU424,GS,100.0,BOLD:ABZ3656,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Psilocorsis,Psilocorsis reflexella,72717EgnerPoolB3,30
OTU463,SS,0.2100,BOLD:AAF2681,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,72717EgnerPoolB3,182
OTU509,GS,100.0,BOLD:AAB8437,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Actia,Actia interrupta,72717EgnerPoolB3,25
OTU543,GS,100.0,BOLD:AAA7928,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Blastobasis,Blastobasis taurusella,72717EgnerPoolB3,1
OTU548,GS,99.4,BOLD:AAC0126,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Coelostathma,Coelostathma discopunctana,72717EgnerPoolB3,63
OTU572,GS,100.0,BOLD:ABW4438,Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Carcinops,Carcinops pumilio,72717EgnerPoolB3,34
OTU576,GS,100.0,BOLD:AAA5192,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Platynota,Platynota idaeusalis,72717EgnerPoolB3,9
OTU580,GS,98.3,BOLD:ABZ0908,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma ferruginea,72717EgnerPoolB3,10
OTU586,US,0.9885,BOLD:ACB2737,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,72717EgnerPoolB3,108
OTU638,GS,99.4,BOLD:ABZ3332,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Psilocorsis,Psilocorsis reflexella,72717EgnerPoolB3,145
OTU676,GS,100.0,BOLD:AAG0084,Animalia,Arthropoda,Arachnida,Araneae,Oxyopidae,Oxyopes,NA,72717EgnerPoolB3,74
OTU678,GS,98.6,BOLD:AAB0602,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Pseudotelphusa,Pseudotelphusa quercinigracella,72717EgnerPoolB3,222
OTU706,GS,98.3,BOLD:ACV0077,Animalia,Arthropoda,Insecta,Hymenoptera,Perilampidae,Perilampus,NA,72717EgnerPoolB3,17
OTU716,US,0.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,72717EgnerPoolB3,214
OTU720,GS,99.4,BOLD:AAB5347,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Paralobesia,Paralobesia liriodendrana,72717EgnerPoolB3,62
OTU736,GS,100.0,BOLD:AAD7279,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Mellilla,Mellilla xanthometata,72717EgnerPoolB3,40
OTU746,GS,100.0,BOLD:AAB7995,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Tetragnatha,Tetragnatha shoshone,72717EgnerPoolB3,23
OTU793,GS,98.9,BOLD:AAB8800,Animalia,Arthropoda,Insecta,Lepidoptera,Autostichidae,Gerdana,Gerdana caritella,72717EgnerPoolB3,108
OTU804,GS,100.0,BOLD:AAA9813,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Tetanolita,Tetanolita mynesalis,72717EgnerPoolB3,8
OTU813,GS,98.9,BOLD:AAK0049,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Aroga,Aroga aristotelis,72717EgnerPoolB3,27
OTU833,GS,100.0,BOLD:AAB2362,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Amorpha,Amorpha juglandis,72717EgnerPoolB3,15
OTU867,GS,100.0,BOLD:AAC8834,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Mecynogea,Mecynogea lemniscata,72717EgnerPoolB3,24
OTU875,GS,100.0,BOLD:AAP2599,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,72717EgnerPoolB3,4
OTU888,GS,100.0,BOLD:AAG5541,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,NA,72717EgnerPoolB3,103
OTU890,GS,100.0,BOLD:ACE3004,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hyperstrotia,Hyperstrotia nana,72717EgnerPoolB3,2
OTU918,GS,100.0,BOLD:AAF9310,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,NA,NA,72717EgnerPoolB3,24
OTU942,GS,100.0,BOLD:AAA4507,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,Udea rubigalis,72717EgnerPoolB3,14
OTU943,SS,0.6300,BOLD:AAJ5015,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,72717EgnerPoolB3,122
OTU990,GS,100.0,BOLD:AAB2142,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Prolimacodes,Prolimacodes badia,72717EgnerPoolB3,76
OTU1010,SS,0.7400,BOLD:AAY0809,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,72717EgnerPoolB3,14
OTU1015,GS,100.0,BOLD:ACX7075,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Pigritia,NA,72717EgnerPoolB3,61
OTU1080,GS,100.0,BOLD:AAB9450,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,72717EgnerPoolB3,119
OTU1097,GS,97.2,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,72717EgnerPoolB3,37
OTU1103,GS,99.4,BOLD:ABW4221,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,72717EgnerPoolB3,16
OTU1108,GS,97.2,BOLD:AAB0603,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Pseudotelphusa,Pseudotelphusa quercinigracella,72717EgnerPoolB3,201
OTU1116,SS,0.5000,BOLD:ABZ0908,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,72717EgnerPoolB3,23
OTU1131,SS,0.0100,BOLD:ACV0077,Animalia,Arthropoda,Insecta,Hymenoptera,Perilampidae,Perilampus,NA,72717EgnerPoolB3,1
OTU1132,GS,100.0,BOLD:AAN6207,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Lithocharis,Lithocharis nigriceps,72717EgnerPoolB3,29
OTU1155,GS,100.0,BOLD:ABX3293,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Paria,Paria thoracica,72717EgnerPoolB3,93
OTU1170,US,0.0000,BOLD:ACT8457,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,72717EgnerPoolB3,17
OTU1178,GS,100.0,BOLD:AAG0161,Animalia,Arthropoda,Insecta,Diptera,Milichiidae,Leptometopa,Leptometopa latipes,72717EgnerPoolB3,48
OTU1210,GS,97.2,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma solatrix,72717EgnerPoolB3,40
OTU1265,SS,0.8300,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma solatrix,72717EgnerPoolB3,3
OTU1268,GS,97.8,BOLD:AAM6211,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Glyptotendipes,NA,72717EgnerPoolB3,12
OTU1287,GS,98.9,BOLD:AAP4821,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,NA,NA,72717EgnerPoolB3,32
OTU1305,US,0.9936,BOLD:AAE3315,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,72717EgnerPoolB3,11
OTU1317,SS,0.0100,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,72717EgnerPoolB3,3
OTU1380,GS,97.8,BOLD:ADC9340,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Tibicen,Tibicen canicularis,72717EgnerPoolB3,27
OTU1459,GS,100.0,BOLD:AAA4276,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Varacosa,Varacosa avara,72717EgnerPoolB3,45
OTU1482,SS,0.8700,BOLD:AAF9008,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Helius,Helius flavipes,72717EgnerPoolB3,82
OTU1499,US,1.0000,None,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,72717EgnerPoolB3,5
OTU1502,GS,100.0,BOLD:AAA7880,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Nomophila,Nomophila noctuella,72717EgnerPoolB3,1
OTU1634,GS,98.3,BOLD:AAW6260,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Tibicen,Tibicen lyricen,72717EgnerPoolB3,24
OTU1641,GS,97.8,BOLD:AAW5755,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Psilocorsis,Psilocorsis reflexella,72717EgnerPoolB3,53
OTU1642,GS,99.4,BOLD:AAB5246,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Ledaea,Ledaea perditalis,72717EgnerPoolB3,38
OTU1662,US,0.0009,BOLD:ABX4033,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,72717EgnerPoolB3,40
OTU1742,GS,98.3,BOLD:AAB0602,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Pseudotelphusa,Pseudotelphusa quercinigracella,72717EgnerPoolB3,89
OTU1751,US,0.0000,BOLD:AAD7964,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,72717EgnerPoolB3,6
OTU1789,GS,100.0,BOLD:AAB0711,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,72717EgnerPoolB3,36
OTU1834,SS,0.7400,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,72717EgnerPoolB3,5
OTU1869,SS,0.6700,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,72717EgnerPoolB3,2
OTU1871,SS,0.8500,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,72717EgnerPoolB3,1
OTU1877,GS,100.0,BOLD:AAI3846,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,72717EgnerPoolB3,15
OTU1878,SS,0.7800,BOLD:ABW4215,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,72717EgnerPoolB3,5
OTU1901,US,0.0000,BOLD:ACI5449,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA,72717EgnerPoolB3,9
OTU1,US,0.0026,BOLD:AAD6798,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,72717EgnerPoolB4,236
OTU5,GS,99.4,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,72717EgnerPoolB4,2196
OTU11,GS,99.4,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,72717EgnerPoolB4,2177
OTU12,GS,100.0,BOLD:AAE5173,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,PschodididGC,NA,72717EgnerPoolB4,7606
OTU15,GS,100.0,BOLD:ABZ0908,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma ferruginea,72717EgnerPoolB4,231
OTU17,GS,100.0,BOLD:AAB3702,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Potamyia,Potamyia flava,72717EgnerPoolB4,153
OTU23,GS,100.0,BOLD:AAF9008,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Helius,Helius flavipes,72717EgnerPoolB4,1055
OTU34,GS,100.0,BOLD:AAM6211,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Glyptotendipes,NA,72717EgnerPoolB4,544
OTU35,GS,100.0,BOLD:ABW4215,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Glyptotendipes,Glyptotendipes meridionalis,72717EgnerPoolB4,114
OTU37,GS,100.0,BOLD:AAB0484,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gypsonoma,Gypsonoma salicicolana,72717EgnerPoolB4,327
OTU61,GS,99.4,BOLD:ABV1681,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Lixophaga,NA,72717EgnerPoolB4,1609
OTU65,GS,100.0,BOLD:AAA1517,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Choristoneura,Choristoneura rosaceana,72717EgnerPoolB4,192
OTU75,GS,99.4,BOLD:AAF4974,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Dipoena,Dipoena nigra,72717EgnerPoolB4,119
OTU77,SS,0.4000,BOLD:ABU7092,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,72717EgnerPoolB4,171
OTU88,GS,100.0,BOLD:AAE0434,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Uranotaenia,Uranotaenia sapphirina,72717EgnerPoolB4,148
OTU89,GS,98.3,BOLD:ABW2415,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma okefenoke,72717EgnerPoolB4,65
OTU97,GS,100.0,BOLD:AAB7935,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,Eustala cepina,72717EgnerPoolB4,84
OTU104,US,0.9963,BOLD:ADC6487,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,72717EgnerPoolB4,2972
OTU105,GS,100.0,BOLD:AAB7936,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Inga,Inga sparsiciliella,72717EgnerPoolB4,162
OTU123,GS,99.4,BOLD:AAM8787,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Dichomeris,Dichomeris laetitia,72717EgnerPoolB4,38
OTU125,GS,100.0,BOLD:ACX4440,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,72717EgnerPoolB4,138
OTU143,SS,0.2100,BOLD:ACW8718,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,72717EgnerPoolB4,86
OTU146,GS,99.4,BOLD:ABV9238,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Gonomyia,NA,72717EgnerPoolB4,52
OTU148,GS,100.0,BOLD:AAK7352,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Metepeira,Metepeira labyrinthea,72717EgnerPoolB4,53
OTU149,GS,99.4,BOLD:AAH4942,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Dichomeris,NA,72717EgnerPoolB4,402
OTU165,US,0.9936,BOLD:ACF8271,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,72717EgnerPoolB4,44
OTU168,GS,100.0,BOLD:AAC3609,Animalia,Arthropoda,Insecta,Lepidoptera,Euteliidae,Paectes,Paectes abrostoloides,72717EgnerPoolB4,51
OTU172,GS,99.4,BOLD:AAA8563,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Parallelia,Parallelia bistriaris,72717EgnerPoolB4,69
OTU175,GS,99.4,BOLD:AAC7367,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Isocorypha,Isocorypha mediostriatella,72717EgnerPoolB4,166
OTU180,GS,100.0,BOLD:AAM8933,Animalia,Arthropoda,Insecta,Psocodea,Amphipsocidae,Polypsocus,Polypsocus corruptus,72717EgnerPoolB4,89
OTU183,GS,100.0,BOLD:AAB2305,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Digrammia,Digrammia gnophosaria,72717EgnerPoolB4,39
OTU185,GS,100.0,BOLD:AAA7667,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,Acleris chalybeana,72717EgnerPoolB4,15
OTU186,GS,99.4,BOLD:ACN8633,Animalia,Arthropoda,Insecta,Lepidoptera,Carposinidae,Carposina,NA,72717EgnerPoolB4,58
OTU189,GS,100.0,BOLD:ABV2225,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Caloptilia,NA,72717EgnerPoolB4,36
OTU190,GS,100.0,BOLD:ABY7666,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex territans,72717EgnerPoolB4,26
OTU193,GS,98.9,BOLD:AAI4436,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Aristotelia,NA,72717EgnerPoolB4,121
OTU202,US,0.9967,BOLD:ACF8271,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,72717EgnerPoolB4,29
OTU203,GS,100.0,BOLD:AAB0603,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Pseudotelphusa,Pseudotelphusa quercinigracella,72717EgnerPoolB4,530
OTU206,GS,99.4,BOLD:AAN8390,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Neurocolpus,Neurocolpus nubilus,72717EgnerPoolB4,84
OTU213,GS,100.0,BOLD:AAD4936,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Caloptilia,Caloptilia sassafrasella,72717EgnerPoolB4,59
OTU215,GS,100.0,BOLD:AAA2490,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Palpita,Palpita magniferalis,72717EgnerPoolB4,80
OTU218,GS,100.0,BOLD:AAA4274,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus texanella,72717EgnerPoolB4,75
OTU233,GS,99.4,BOLD:ACL2521,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,Arrenurus marshallae,72717EgnerPoolB4,70
OTU235,GS,100.0,BOLD:AAG3918,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,NA,72717EgnerPoolB4,24
OTU239,GS,100.0,BOLD:ABW2526,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,NA,72717EgnerPoolB4,25
OTU250,GS,100.0,BOLD:AAF3786,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora argentialbella,72717EgnerPoolB4,416
OTU257,GS,100.0,BOLD:AAA5803,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Lygus,Lygus lineolaris,72717EgnerPoolB4,268
OTU258,GS,100.0,BOLD:ACA7555,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,72717EgnerPoolB4,54
OTU269,GS,97.2,BOLD:AAP9050,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,NA,NA,72717EgnerPoolB4,38
OTU271,GS,98.9,BOLD:ABX3627,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,72717EgnerPoolB4,11
OTU290,GS,100.0,BOLD:AAE4427,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Xylesthia,Xylesthia pruniramiella,72717EgnerPoolB4,66
OTU293,GS,100.0,BOLD:AAU4100,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Cameraria,Cameraria hamadryadella,72717EgnerPoolB4,22
OTU297,GS,100.0,BOLD:ACT1102,Animalia,Arthropoda,Insecta,Lepidoptera,Carposinidae,Carposina,NA,72717EgnerPoolB4,260
OTU309,GS,100.0,BOLD:AAH5582,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Battaristis,NA,72717EgnerPoolB4,33
OTU314,GS,98.9,BOLD:AAB0603,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Pseudotelphusa,Pseudotelphusa quercinigracella,72717EgnerPoolB4,130
OTU330,GS,100.0,BOLD:ACL2176,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA,72717EgnerPoolB4,561
OTU355,GS,99.4,BOLD:AAB3917,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Psilocorsis,Psilocorsis quercicella,72717EgnerPoolB4,20
OTU364,GS,100.0,BOLD:AAF8338,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula furca,72717EgnerPoolB4,17
OTU373,GS,98.9,BOLD:AAG8953,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana amara,72717EgnerPoolB4,46
OTU390,GS,97.2,BOLD:ADC1632,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Dolichogenidea,NA,72717EgnerPoolB4,25
OTU397,GS,100.0,BOLD:ACA9043,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,72717EgnerPoolB4,88
OTU410,SS,0.2600,BOLD:ABZ3458,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,72717EgnerPoolB4,104
OTU418,US,0.0000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,72717EgnerPoolB4,4
OTU424,GS,100.0,BOLD:ABZ3656,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Psilocorsis,Psilocorsis reflexella,72717EgnerPoolB4,69
OTU463,SS,0.2100,BOLD:AAF2681,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,72717EgnerPoolB4,145
OTU543,GS,100.0,BOLD:AAA7928,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Blastobasis,Blastobasis taurusella,72717EgnerPoolB4,2
OTU559,GS,100.0,BOLD:AAG5254,Animalia,Arthropoda,Insecta,Lepidoptera,Dryadaulidae,Dryadaula,NA,72717EgnerPoolB4,21
OTU572,GS,100.0,BOLD:ABW4438,Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Carcinops,Carcinops pumilio,72717EgnerPoolB4,162
OTU576,GS,100.0,BOLD:AAA5192,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Platynota,Platynota idaeusalis,72717EgnerPoolB4,13
OTU580,GS,98.3,BOLD:ABZ0908,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma ferruginea,72717EgnerPoolB4,15
OTU636,GS,99.4,BOLD:AAM6230,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,72717EgnerPoolB4,18
OTU638,GS,99.4,BOLD:ABZ3332,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Psilocorsis,Psilocorsis reflexella,72717EgnerPoolB4,93
OTU676,GS,100.0,BOLD:AAG0084,Animalia,Arthropoda,Arachnida,Araneae,Oxyopidae,Oxyopes,NA,72717EgnerPoolB4,73
OTU678,GS,98.6,BOLD:AAB0602,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Pseudotelphusa,Pseudotelphusa quercinigracella,72717EgnerPoolB4,270
OTU707,GS,100.0,BOLD:ACA3244,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum convictum,72717EgnerPoolB4,29
OTU763,GS,100.0,BOLD:AAA7892,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Machimia,Machimia tentoriferella,72717EgnerPoolB4,113
OTU769,GS,100.0,BOLD:AAE8646,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis molesta,72717EgnerPoolB4,2
OTU794,GS,100.0,BOLD:AAD2564,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Chionodes,Chionodes fuscomaculella,72717EgnerPoolB4,33
OTU802,GS,100.0,BOLD:AAZ0412,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Phytomyptera,Phytomyptera melissopodis,72717EgnerPoolB4,4
OTU839,GS,100.0,BOLD:AAC0706,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Dicrotendipes,Dicrotendipes tritomus,72717EgnerPoolB4,38
OTU840,US,0.0169,BOLD:AAU7129,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,72717EgnerPoolB4,160
OTU875,GS,100.0,BOLD:AAP2599,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,72717EgnerPoolB4,46
OTU888,GS,100.0,BOLD:AAG5541,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,NA,72717EgnerPoolB4,98
OTU936,GS,100.0,BOLD:AAB5285,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Adoxophyes,Adoxophyes negundana,72717EgnerPoolB4,61
OTU942,GS,100.0,BOLD:AAA4507,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,Udea rubigalis,72717EgnerPoolB4,40
OTU944,GS,100.0,BOLD:AAB1667,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Argyrotaenia,Argyrotaenia quercifoliana,72717EgnerPoolB4,5
OTU1010,SS,0.7400,BOLD:AAY0809,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,72717EgnerPoolB4,55
OTU1034,US,0.0007,BOLD:AAI5631,Animalia,Arthropoda,Insecta,Mecoptera,NA,NA,NA,72717EgnerPoolB4,51
OTU1072,SS,0.5400,BOLD:ABV9238,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,72717EgnerPoolB4,8
OTU1097,GS,97.2,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,72717EgnerPoolB4,94
OTU1108,GS,97.2,BOLD:AAB0603,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Pseudotelphusa,Pseudotelphusa quercinigracella,72717EgnerPoolB4,78
OTU1116,SS,0.5000,BOLD:ABZ0908,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,72717EgnerPoolB4,36
OTU1132,GS,100.0,BOLD:AAN6207,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Lithocharis,Lithocharis nigriceps,72717EgnerPoolB4,78
OTU1135,GS,98.9,BOLD:AAM7619,Animalia,Arthropoda,Insecta,Coleoptera,Melandryidae,Symphora,Symphora rugosa,72717EgnerPoolB4,48
OTU1248,GS,100.0,BOLD:ABA2269,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Arta,Arta olivalis,72717EgnerPoolB4,4
OTU1258,GS,100.0,BOLD:AAP5530,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Gelechia,Gelechia albisparsella,72717EgnerPoolB4,1
